order_id,branch,city,date,item,category,quantity,revenue,order_value,week_start,footfall_count
1632,LHR-02,Lahore,2026-05-31,Chapli Kabab,BBQ,1,688.01,688.01,2026-05-25,1093
1633,LHR-02,Lahore,2026-05-31,Chapli Kabab,BBQ,1,687.0,687.0,2026-05-25,1093
1634,LHR-03,Lahore,2026-05-31,Chapli Kabab,BBQ,2,1345.55,1345.55,2026-05-25,1008
1635,LHR-03,Lahore,2026-05-31,Beef Biryani,Rice,1,453.35,453.35,2026-05-25,1008
1636,LHR-03,Lahore,2026-05-31,Zinger Burger,Burgers,3,2120.85,2120.85,2026-05-25,1008
1637,LHR-03,Lahore,2026-05-31,Zinger Wrap,Wraps,3,1727.19,1727.19,2026-05-25,1008
1638,LHR-03,Lahore,2026-05-31,Fries,Sides,2,531.79,531.79,2026-05-25,1008
1639,LHR-03,Lahore,2026-05-31,Soft Drink,Beverages,2,248.66,248.66,2026-05-25,1008
1640,LHR-03,Lahore,2026-05-31,Nihari,Main Course,1,896.37,896.37,2026-05-25,1008
1641,LHR-03,Lahore,2026-05-31,Zinger Wrap,Wraps,1,535.58,535.58,2026-05-25,1008
1642,KHI-01,Karachi,2026-06-01,Nihari,Main Course,3,2675.85,2675.85,2026-06-01,1362
1643,KHI-01,Karachi,2026-06-01,Soft Drink,Beverages,2,248.56,248.56,2026-06-01,1362
1644,KHI-01,Karachi,2026-06-01,Nihari,Main Course,1,938.58,938.58,2026-06-01,1362
1645,KHI-01,Karachi,2026-06-01,Chicken Karahi,Main Course,2,2355.02,2355.02,2026-06-01,1362
1646,KHI-01,Karachi,2026-06-01,Zinger Burger,Burgers,1,673.11,673.11,2026-06-01,1362
1647,KHI-01,Karachi,2026-06-01,Chicken Karahi,Main Course,1,1226.66,1226.66,2026-06-01,1362
1648,KHI-01,Karachi,2026-06-01,Chicken Karahi,Main Course,1,1178.34,1178.34,2026-06-01,1362
1649,KHI-01,Karachi,2026-06-01,Nihari,Main Course,1,1005.07,1005.07,2026-06-01,1362
1650,KHI-01,Karachi,2026-06-01,Chapli Kabab,BBQ,1,662.16,662.16,2026-06-01,1362
1651,KHI-01,Karachi,2026-06-01,Zinger Burger,Burgers,2,1340.04,1340.04,2026-06-01,1362
1652,KHI-01,Karachi,2026-06-01,Fries,Sides,1,257.41,257.41,2026-06-01,1362
1653,KHI-01,Karachi,2026-06-01,Beef Biryani,Rice,2,945.14,945.14,2026-06-01,1362
1654,KHI-01,Karachi,2026-06-01,Chicken Karahi,Main Course,2,2439.14,2439.14,2026-06-01,1362
1655,KHI-01,Karachi,2026-06-01,Chapli Kabab,BBQ,1,656.21,656.21,2026-06-01,1362
1656,KHI-01,Karachi,2026-06-01,Fries,Sides,3,784.65,784.65,2026-06-01,1362
1657,KHI-01,Karachi,2026-06-01,Zinger Burger,Burgers,2,1287.98,1287.98,2026-06-01,1362
1658,KHI-01,Karachi,2026-06-01,Zinger Burger,Burgers,2,1266.02,1266.02,2026-06-01,1362
1659,KHI-01,Karachi,2026-06-01,Chapli Kabab,BBQ,2,1473.43,1473.43,2026-06-01,1362
1660,KHI-01,Karachi,2026-06-01,Fries,Sides,3,723.59,723.59,2026-06-01,1362
1661,KHI-02,Karachi,2026-06-01,Fries,Sides,1,230.54,230.54,2026-06-01,1256
1662,KHI-02,Karachi,2026-06-01,Chicken Karahi,Main Course,1,1236.36,1236.36,2026-06-01,1256
1663,KHI-02,Karachi,2026-06-01,Soft Drink,Beverages,3,336.95,336.95,2026-06-01,1256
1664,KHI-02,Karachi,2026-06-01,Chapli Kabab,BBQ,1,761.42,761.42,2026-06-01,1256
1665,KHI-02,Karachi,2026-06-01,Fries,Sides,1,223.98,223.98,2026-06-01,1256
1666,KHI-02,Karachi,2026-06-01,Chicken Karahi,Main Course,2,2603.57,2603.57,2026-06-01,1256
1667,KHI-02,Karachi,2026-06-01,Fries,Sides,2,505.28,505.28,2026-06-01,1256
1668,KHI-02,Karachi,2026-06-01,Chicken Karahi,Main Course,3,3582.59,3582.59,2026-06-01,1256
1669,KHI-02,Karachi,2026-06-01,Chapli Kabab,BBQ,1,680.93,680.93,2026-06-01,1256
1670,KHI-02,Karachi,2026-06-01,Chapli Kabab,BBQ,1,713.97,713.97,2026-06-01,1256
1671,KHI-02,Karachi,2026-06-01,Zinger Burger,Burgers,2,1297.55,1297.55,2026-06-01,1256
1672,KHI-03,Karachi,2026-06-01,Chicken Karahi,Main Course,1,1206.85,1206.85,2026-06-01,1079
1673,KHI-03,Karachi,2026-06-01,Chapli Kabab,BBQ,3,2115.78,2115.78,2026-06-01,1079
1674,KHI-03,Karachi,2026-06-01,Beef Biryani,Rice,1,471.27,471.27,2026-06-01,1079
1675,KHI-03,Karachi,2026-06-01,Beef Biryani,Rice,1,478.63,478.63,2026-06-01,1079
1676,KHI-03,Karachi,2026-06-01,Beef Biryani,Rice,3,1462.16,1462.16,2026-06-01,1079
1677,KHI-03,Karachi,2026-06-01,Soft Drink,Beverages,3,329.22,329.22,2026-06-01,1079
1678,KHI-03,Karachi,2026-06-01,Soft Drink,Beverages,2,223.82,223.82,2026-06-01,1079
1679,KHI-03,Karachi,2026-06-01,Soft Drink,Beverages,3,373.38,373.38,2026-06-01,1079
1680,KHI-03,Karachi,2026-06-01,Chapli Kabab,BBQ,3,2117.94,2117.94,2026-06-01,1079
1681,KHI-03,Karachi,2026-06-01,Chapli Kabab,BBQ,1,693.56,693.56,2026-06-01,1079
1682,KHI-03,Karachi,2026-06-01,Soft Drink,Beverages,1,120.11,120.11,2026-06-01,1079
1683,KHI-03,Karachi,2026-06-01,Soft Drink,Beverages,2,244.17,244.17,2026-06-01,1079
1684,KHI-03,Karachi,2026-06-01,Nihari,Main Course,1,924.36,924.36,2026-06-01,1079
1685,KHI-03,Karachi,2026-06-01,Zinger Burger,Burgers,1,624.71,624.71,2026-06-01,1079
1686,KHI-03,Karachi,2026-06-01,Nihari,Main Course,1,959.3,959.3,2026-06-01,1079
1687,KHI-03,Karachi,2026-06-01,Zinger Burger,Burgers,1,618.2,618.2,2026-06-01,1079
1688,KHI-03,Karachi,2026-06-01,Nihari,Main Course,1,969.39,969.39,2026-06-01,1079
1689,LHR-01,Lahore,2026-06-01,Zinger Wrap,Wraps,2,1156.6,1156.6,2026-06-01,1591
1690,LHR-01,Lahore,2026-06-01,Fries,Sides,2,511.81,511.81,2026-06-01,1591
1691,LHR-01,Lahore,2026-06-01,Zinger Burger,Burgers,2,1316.64,1316.64,2026-06-01,1591
1692,LHR-01,Lahore,2026-06-01,Chicken Karahi,Main Course,1,1258.96,1258.96,2026-06-01,1591
1693,LHR-01,Lahore,2026-06-01,Soft Drink,Beverages,2,259.99,259.99,2026-06-01,1591
1694,LHR-01,Lahore,2026-06-01,Beef Biryani,Rice,1,504.34,504.34,2026-06-01,1591
1695,LHR-01,Lahore,2026-06-01,Soft Drink,Beverages,1,108.95,108.95,2026-06-01,1591
1696,LHR-01,Lahore,2026-06-01,Chapli Kabab,BBQ,3,1965.64,1965.64,2026-06-01,1591
1697,LHR-01,Lahore,2026-06-01,Zinger Wrap,Wraps,1,532.82,532.82,2026-06-01,1591
1698,LHR-01,Lahore,2026-06-01,Zinger Burger,Burgers,1,650.85,650.85,2026-06-01,1591
1699,LHR-01,Lahore,2026-06-01,Soft Drink,Beverages,2,246.21,246.21,2026-06-01,1591
1700,LHR-01,Lahore,2026-06-01,Beef Biryani,Rice,1,462.58,462.58,2026-06-01,1591
1701,LHR-01,Lahore,2026-06-01,Chapli Kabab,BBQ,1,706.54,706.54,2026-06-01,1591
1702,LHR-01,Lahore,2026-06-01,Fries,Sides,2,481.12,481.12,2026-06-01,1591
1703,LHR-02,Lahore,2026-06-01,Chapli Kabab,BBQ,3,1952.3,1952.3,2026-06-01,1163
1704,LHR-02,Lahore,2026-06-01,Zinger Burger,Burgers,3,1859.98,1859.98,2026-06-01,1163
1705,LHR-02,Lahore,2026-06-01,Chapli Kabab,BBQ,1,652.69,652.69,2026-06-01,1163
1706,LHR-02,Lahore,2026-06-01,Chapli Kabab,BBQ,1,665.84,665.84,2026-06-01,1163
1707,LHR-02,Lahore,2026-06-01,Fries,Sides,1,263.17,263.17,2026-06-01,1163
1708,LHR-02,Lahore,2026-06-01,Nihari,Main Course,3,2714.71,2714.71,2026-06-01,1163
1709,LHR-02,Lahore,2026-06-01,Beef Biryani,Rice,1,543.18,543.18,2026-06-01,1163
1710,LHR-02,Lahore,2026-06-01,Zinger Wrap,Wraps,1,563.57,563.57,2026-06-01,1163
1711,LHR-02,Lahore,2026-06-01,Chapli Kabab,BBQ,1,706.47,706.47,2026-06-01,1163
1712,LHR-02,Lahore,2026-06-01,Fries,Sides,1,239.27,239.27,2026-06-01,1163
1713,LHR-02,Lahore,2026-06-01,Zinger Wrap,Wraps,2,1138.52,1138.52,2026-06-01,1163
1714,LHR-02,Lahore,2026-06-01,Chapli Kabab,BBQ,1,679.85,679.85,2026-06-01,1163
1715,LHR-02,Lahore,2026-06-01,Zinger Wrap,Wraps,2,1106.71,1106.71,2026-06-01,1163
1716,LHR-03,Lahore,2026-06-01,Chapli Kabab,BBQ,1,696.64,696.64,2026-06-01,1046
1717,LHR-03,Lahore,2026-06-01,Chapli Kabab,BBQ,1,740.22,740.22,2026-06-01,1046
1718,LHR-03,Lahore,2026-06-01,Beef Biryani,Rice,1,463.12,463.12,2026-06-01,1046
1719,LHR-03,Lahore,2026-06-01,Chapli Kabab,BBQ,2,1397.55,1397.55,2026-06-01,1046
1720,LHR-03,Lahore,2026-06-01,Chicken Karahi,Main Course,1,1306.25,1306.25,2026-06-01,1046
1721,LHR-03,Lahore,2026-06-01,Beef Biryani,Rice,1,464.95,464.95,2026-06-01,1046
1722,LHR-03,Lahore,2026-06-01,Zinger Wrap,Wraps,1,599.84,599.84,2026-06-01,1046
1723,LHR-03,Lahore,2026-06-01,Zinger Burger,Burgers,3,2019.01,2019.01,2026-06-01,1046
1724,LHR-03,Lahore,2026-06-01,Chapli Kabab,BBQ,2,1360.63,1360.63,2026-06-01,1046
1725,LHR-03,Lahore,2026-06-01,Beef Biryani,Rice,2,990.36,990.36,2026-06-01,1046
1726,LHR-03,Lahore,2026-06-01,Fries,Sides,1,262.16,262.16,2026-06-01,1046
1727,LHR-03,Lahore,2026-06-01,Beef Biryani,Rice,1,494.92,494.92,2026-06-01,1046
1728,LHR-03,Lahore,2026-06-01,Beef Biryani,Rice,3,1326.94,1326.94,2026-06-01,1046
1729,LHR-03,Lahore,2026-06-01,Soft Drink,Beverages,1,115.64,115.64,2026-06-01,1046
1730,LHR-03,Lahore,2026-06-01,Fries,Sides,1,246.91,246.91,2026-06-01,1046
1731,LHR-03,Lahore,2026-06-01,Chicken Karahi,Main Course,2,2391.07,2391.07,2026-06-01,1046
1732,LHR-03,Lahore,2026-06-01,Nihari,Main Course,3,2938.45,2938.45,2026-06-01,1046
1733,LHR-03,Lahore,2026-06-01,Soft Drink,Beverages,1,121.07,121.07,2026-06-01,1046
1734,LHR-03,Lahore,2026-06-01,Chicken Karahi,Main Course,1,1119.88,1119.88,2026-06-01,1046
1735,LHR-03,Lahore,2026-06-01,Soft Drink,Beverages,1,122.28,122.28,2026-06-01,1046
1736,KHI-01,Karachi,2026-06-02,Chapli Kabab,BBQ,3,2158.78,2158.78,2026-06-01,1362
1737,KHI-01,Karachi,2026-06-02,Soft Drink,Beverages,2,252.97,252.97,2026-06-01,1362
1738,KHI-01,Karachi,2026-06-02,Nihari,Main Course,2,1979.22,1979.22,2026-06-01,1362
1739,KHI-01,Karachi,2026-06-02,Fries,Sides,1,255.74,255.74,2026-06-01,1362
1740,KHI-01,Karachi,2026-06-02,Chicken Karahi,Main Course,2,2391.58,2391.58,2026-06-01,1362
1741,KHI-01,Karachi,2026-06-02,Beef Biryani,Rice,1,440.14,440.14,2026-06-01,1362
1742,KHI-01,Karachi,2026-06-02,Zinger Burger,Burgers,3,1991.89,1991.89,2026-06-01,1362
1743,KHI-01,Karachi,2026-06-02,Soft Drink,Beverages,1,121.25,121.25,2026-06-01,1362
1744,KHI-01,Karachi,2026-06-02,Chapli Kabab,BBQ,1,709.51,709.51,2026-06-01,1362
1745,KHI-01,Karachi,2026-06-02,Nihari,Main Course,1,889.35,889.35,2026-06-01,1362
1746,KHI-01,Karachi,2026-06-02,Beef Biryani,Rice,1,454.05,454.05,2026-06-01,1362
1747,KHI-01,Karachi,2026-06-02,Soft Drink,Beverages,2,252.64,252.64,2026-06-01,1362
1748,KHI-01,Karachi,2026-06-02,Beef Biryani,Rice,2,958.1,958.1,2026-06-01,1362
1749,KHI-01,Karachi,2026-06-02,Beef Biryani,Rice,2,992.71,992.71,2026-06-01,1362
1750,KHI-01,Karachi,2026-06-02,Chapli Kabab,BBQ,1,700.99,700.99,2026-06-01,1362
1751,KHI-01,Karachi,2026-06-02,Fries,Sides,1,250.37,250.37,2026-06-01,1362
1752,KHI-01,Karachi,2026-06-02,Fries,Sides,2,523.46,523.46,2026-06-01,1362
1753,KHI-01,Karachi,2026-06-02,Chapli Kabab,BBQ,1,681.94,681.94,2026-06-01,1362
1754,KHI-01,Karachi,2026-06-02,Fries,Sides,1,251.2,251.2,2026-06-01,1362
1755,KHI-02,Karachi,2026-06-02,Chapli Kabab,BBQ,1,684.79,684.79,2026-06-01,1256
1756,KHI-02,Karachi,2026-06-02,Zinger Burger,Burgers,1,639.95,639.95,2026-06-01,1256
1757,KHI-02,Karachi,2026-06-02,Fries,Sides,1,252.78,252.78,2026-06-01,1256
1758,KHI-02,Karachi,2026-06-02,Beef Biryani,Rice,1,468.51,468.51,2026-06-01,1256
1759,KHI-02,Karachi,2026-06-02,Zinger Burger,Burgers,1,690.81,690.81,2026-06-01,1256
1760,KHI-02,Karachi,2026-06-02,Soft Drink,Beverages,3,343.9,343.9,2026-06-01,1256
1761,KHI-02,Karachi,2026-06-02,Beef Biryani,Rice,3,1426.55,1426.55,2026-06-01,1256
1762,KHI-02,Karachi,2026-06-02,Soft Drink,Beverages,2,234.72,234.72,2026-06-01,1256
1763,KHI-02,Karachi,2026-06-02,Zinger Burger,Burgers,1,697.03,697.03,2026-06-01,1256
1764,KHI-02,Karachi,2026-06-02,Zinger Burger,Burgers,1,656.39,656.39,2026-06-01,1256
1765,KHI-02,Karachi,2026-06-02,Chicken Karahi,Main Course,1,1261.91,1261.91,2026-06-01,1256
1766,KHI-02,Karachi,2026-06-02,Fries,Sides,1,231.43,231.43,2026-06-01,1256
1767,KHI-02,Karachi,2026-06-02,Nihari,Main Course,1,962.68,962.68,2026-06-01,1256
1768,KHI-02,Karachi,2026-06-02,Nihari,Main Course,1,992.26,992.26,2026-06-01,1256
1769,KHI-03,Karachi,2026-06-02,Zinger Burger,Burgers,1,684.63,684.63,2026-06-01,1079
1770,KHI-03,Karachi,2026-06-02,Fries,Sides,3,730.6,730.6,2026-06-01,1079
1771,KHI-03,Karachi,2026-06-02,Soft Drink,Beverages,1,128.46,128.46,2026-06-01,1079
1772,KHI-03,Karachi,2026-06-02,Nihari,Main Course,2,2118.4,2118.4,2026-06-01,1079
1773,KHI-03,Karachi,2026-06-02,Zinger Burger,Burgers,3,1914.62,1914.62,2026-06-01,1079
1774,KHI-03,Karachi,2026-06-02,Chicken Karahi,Main Course,3,3519.81,3519.81,2026-06-01,1079
1775,KHI-03,Karachi,2026-06-02,Beef Biryani,Rice,1,514.88,514.88,2026-06-01,1079
1776,KHI-03,Karachi,2026-06-02,Fries,Sides,1,269.74,269.74,2026-06-01,1079
1777,KHI-03,Karachi,2026-06-02,Chapli Kabab,BBQ,1,681.7,681.7,2026-06-01,1079
1778,KHI-03,Karachi,2026-06-02,Fries,Sides,1,244.75,244.75,2026-06-01,1079
1779,KHI-03,Karachi,2026-06-02,Chicken Karahi,Main Course,1,1183.09,1183.09,2026-06-01,1079
1780,KHI-03,Karachi,2026-06-02,Zinger Burger,Burgers,2,1212.61,1212.61,2026-06-01,1079
1781,KHI-03,Karachi,2026-06-02,Soft Drink,Beverages,1,114.49,114.49,2026-06-01,1079
1782,KHI-03,Karachi,2026-06-02,Fries,Sides,1,237.45,237.45,2026-06-01,1079
1783,LHR-01,Lahore,2026-06-02,Nihari,Main Course,3,2845.06,2845.06,2026-06-01,1591
1784,LHR-01,Lahore,2026-06-02,Zinger Burger,Burgers,1,657.61,657.61,2026-06-01,1591
1785,LHR-01,Lahore,2026-06-02,Zinger Wrap,Wraps,3,1777.92,1777.92,2026-06-01,1591
1786,LHR-01,Lahore,2026-06-02,Zinger Wrap,Wraps,3,1567.64,1567.64,2026-06-01,1591
1787,LHR-01,Lahore,2026-06-02,Chapli Kabab,BBQ,1,734.45,734.45,2026-06-01,1591
1788,LHR-01,Lahore,2026-06-02,Zinger Burger,Burgers,1,643.05,643.05,2026-06-01,1591
1789,LHR-01,Lahore,2026-06-02,Chapli Kabab,BBQ,3,2094.81,2094.81,2026-06-01,1591
1790,LHR-01,Lahore,2026-06-02,Beef Biryani,Rice,3,1488.59,1488.59,2026-06-01,1591
1791,LHR-01,Lahore,2026-06-02,Soft Drink,Beverages,3,339.79,339.79,2026-06-01,1591
1792,LHR-01,Lahore,2026-06-02,Soft Drink,Beverages,3,366.88,366.88,2026-06-01,1591
1793,LHR-01,Lahore,2026-06-02,Beef Biryani,Rice,1,483.99,483.99,2026-06-01,1591
1794,LHR-01,Lahore,2026-06-02,Zinger Wrap,Wraps,2,1127.08,1127.08,2026-06-01,1591
1795,LHR-01,Lahore,2026-06-02,Zinger Burger,Burgers,1,659.4,659.4,2026-06-01,1591
1796,LHR-01,Lahore,2026-06-02,Chicken Karahi,Main Course,1,1347.32,1347.32,2026-06-01,1591
1797,LHR-01,Lahore,2026-06-02,Chicken Karahi,Main Course,1,1161.74,1161.74,2026-06-01,1591
1798,LHR-01,Lahore,2026-06-02,Chapli Kabab,BBQ,1,681.42,681.42,2026-06-01,1591
1799,LHR-01,Lahore,2026-06-02,Fries,Sides,2,484.42,484.42,2026-06-01,1591
1800,LHR-02,Lahore,2026-06-02,Soft Drink,Beverages,1,116.18,116.18,2026-06-01,1163
1801,LHR-02,Lahore,2026-06-02,Zinger Burger,Burgers,3,2065.93,2065.93,2026-06-01,1163
1802,LHR-02,Lahore,2026-06-02,Chicken Karahi,Main Course,1,1285.23,1285.23,2026-06-01,1163
1803,LHR-02,Lahore,2026-06-02,Chapli Kabab,BBQ,1,680.02,680.02,2026-06-01,1163
1804,LHR-02,Lahore,2026-06-02,Chapli Kabab,BBQ,1,670.87,670.87,2026-06-01,1163
1805,LHR-02,Lahore,2026-06-02,Zinger Wrap,Wraps,2,1125.93,1125.93,2026-06-01,1163
1806,LHR-02,Lahore,2026-06-02,Fries,Sides,3,729.29,729.29,2026-06-01,1163
1807,LHR-02,Lahore,2026-06-02,Soft Drink,Beverages,2,247.6,247.6,2026-06-01,1163
1808,LHR-02,Lahore,2026-06-02,Chapli Kabab,BBQ,1,707.1,707.1,2026-06-01,1163
1809,LHR-02,Lahore,2026-06-02,Soft Drink,Beverages,3,332.72,332.72,2026-06-01,1163
1810,LHR-02,Lahore,2026-06-02,Soft Drink,Beverages,1,129.29,129.29,2026-06-01,1163
1811,LHR-02,Lahore,2026-06-02,Nihari,Main Course,1,1035.3,1035.3,2026-06-01,1163
1812,LHR-02,Lahore,2026-06-02,Fries,Sides,1,242.34,242.34,2026-06-01,1163
1813,LHR-03,Lahore,2026-06-02,Fries,Sides,2,507.15,507.15,2026-06-01,1046
1814,LHR-03,Lahore,2026-06-02,Beef Biryani,Rice,2,976.05,976.05,2026-06-01,1046
1815,LHR-03,Lahore,2026-06-02,Nihari,Main Course,1,981.28,981.28,2026-06-01,1046
1816,LHR-03,Lahore,2026-06-02,Zinger Wrap,Wraps,3,1815.84,1815.84,2026-06-01,1046
1817,LHR-03,Lahore,2026-06-02,Nihari,Main Course,1,941.6,941.6,2026-06-01,1046
1818,LHR-03,Lahore,2026-06-02,Soft Drink,Beverages,2,230.42,230.42,2026-06-01,1046
1819,LHR-03,Lahore,2026-06-02,Fries,Sides,1,232.76,232.76,2026-06-01,1046
1820,LHR-03,Lahore,2026-06-02,Soft Drink,Beverages,1,115.61,115.61,2026-06-01,1046
1821,LHR-03,Lahore,2026-06-02,Soft Drink,Beverages,1,119.8,119.8,2026-06-01,1046
1822,LHR-03,Lahore,2026-06-02,Chapli Kabab,BBQ,2,1525.62,1525.62,2026-06-01,1046
1823,LHR-03,Lahore,2026-06-02,Fries,Sides,1,243.53,243.53,2026-06-01,1046
1824,KHI-01,Karachi,2026-06-03,Zinger Burger,Burgers,1,649.47,649.47,2026-06-01,1362
1825,KHI-01,Karachi,2026-06-03,Fries,Sides,1,264.85,264.85,2026-06-01,1362
1826,KHI-01,Karachi,2026-06-03,Beef Biryani,Rice,1,540.65,540.65,2026-06-01,1362
1827,KHI-01,Karachi,2026-06-03,Beef Biryani,Rice,2,934.52,934.52,2026-06-01,1362
1828,KHI-01,Karachi,2026-06-03,Soft Drink,Beverages,1,117.06,117.06,2026-06-01,1362
1829,KHI-01,Karachi,2026-06-03,Beef Biryani,Rice,1,505.06,505.06,2026-06-01,1362
1830,KHI-01,Karachi,2026-06-03,Chicken Karahi,Main Course,3,3722.74,3722.74,2026-06-01,1362
1831,KHI-01,Karachi,2026-06-03,Chapli Kabab,BBQ,1,764.63,764.63,2026-06-01,1362
1832,KHI-01,Karachi,2026-06-03,Fries,Sides,2,514.6,514.6,2026-06-01,1362
1833,KHI-01,Karachi,2026-06-03,Zinger Burger,Burgers,2,1276.65,1276.65,2026-06-01,1362
1834,KHI-01,Karachi,2026-06-03,Beef Biryani,Rice,3,1482.53,1482.53,2026-06-01,1362
1835,KHI-01,Karachi,2026-06-03,Soft Drink,Beverages,1,126.65,126.65,2026-06-01,1362
1836,KHI-01,Karachi,2026-06-03,Chapli Kabab,BBQ,2,1457.43,1457.43,2026-06-01,1362
1837,KHI-01,Karachi,2026-06-03,Chapli Kabab,BBQ,1,717.75,717.75,2026-06-01,1362
1838,KHI-01,Karachi,2026-06-03,Fries,Sides,1,263.33,263.33,2026-06-01,1362
1839,KHI-01,Karachi,2026-06-03,Nihari,Main Course,1,1005.54,1005.54,2026-06-01,1362
1840,KHI-01,Karachi,2026-06-03,Zinger Wrap,Wraps,1,588.01,588.01,2026-06-01,1362
1841,KHI-01,Karachi,2026-06-03,Soft Drink,Beverages,2,247.78,247.78,2026-06-01,1362
1842,KHI-02,Karachi,2026-06-03,Fries,Sides,2,503.67,503.67,2026-06-01,1256
1843,KHI-02,Karachi,2026-06-03,Chicken Karahi,Main Course,3,3817.17,3817.17,2026-06-01,1256
1844,KHI-02,Karachi,2026-06-03,Soft Drink,Beverages,1,115.1,115.1,2026-06-01,1256
1845,KHI-02,Karachi,2026-06-03,Nihari,Main Course,3,2902.54,2902.54,2026-06-01,1256
1846,KHI-02,Karachi,2026-06-03,Soft Drink,Beverages,1,117.64,117.64,2026-06-01,1256
1847,KHI-02,Karachi,2026-06-03,Zinger Burger,Burgers,2,1301.87,1301.87,2026-06-01,1256
1848,KHI-02,Karachi,2026-06-03,Beef Biryani,Rice,3,1532.05,1532.05,2026-06-01,1256
1849,KHI-02,Karachi,2026-06-03,Soft Drink,Beverages,1,121.15,121.15,2026-06-01,1256
1850,KHI-02,Karachi,2026-06-03,Chapli Kabab,BBQ,3,2104.88,2104.88,2026-06-01,1256
1851,KHI-02,Karachi,2026-06-03,Chapli Kabab,BBQ,3,1957.22,1957.22,2026-06-01,1256
1852,KHI-02,Karachi,2026-06-03,Chicken Karahi,Main Course,1,1244.78,1244.78,2026-06-01,1256
1853,KHI-02,Karachi,2026-06-03,Beef Biryani,Rice,3,1486.47,1486.47,2026-06-01,1256
1854,KHI-02,Karachi,2026-06-03,Beef Biryani,Rice,1,531.92,531.92,2026-06-01,1256
1855,KHI-02,Karachi,2026-06-03,Chicken Karahi,Main Course,1,1181.53,1181.53,2026-06-01,1256
1856,KHI-02,Karachi,2026-06-03,Chicken Karahi,Main Course,1,1213.15,1213.15,2026-06-01,1256
1857,KHI-03,Karachi,2026-06-03,Chicken Karahi,Main Course,2,2589.29,2589.29,2026-06-01,1079
1858,KHI-03,Karachi,2026-06-03,Zinger Burger,Burgers,1,646.9,646.9,2026-06-01,1079
1859,KHI-03,Karachi,2026-06-03,Chapli Kabab,BBQ,2,1419.53,1419.53,2026-06-01,1079
1860,KHI-03,Karachi,2026-06-03,Beef Biryani,Rice,2,989.18,989.18,2026-06-01,1079
1861,KHI-03,Karachi,2026-06-03,Zinger Wrap,Wraps,2,1110.26,1110.26,2026-06-01,1079
1862,KHI-03,Karachi,2026-06-03,Soft Drink,Beverages,2,234.64,234.64,2026-06-01,1079
1863,KHI-03,Karachi,2026-06-03,Fries,Sides,2,504.85,504.85,2026-06-01,1079
1864,KHI-03,Karachi,2026-06-03,Chicken Karahi,Main Course,3,3793.25,3793.25,2026-06-01,1079
1865,KHI-03,Karachi,2026-06-03,Fries,Sides,2,474.34,474.34,2026-06-01,1079
1866,KHI-03,Karachi,2026-06-03,Chapli Kabab,BBQ,1,704.65,704.65,2026-06-01,1079
1867,KHI-03,Karachi,2026-06-03,Beef Biryani,Rice,1,463.2,463.2,2026-06-01,1079
1868,KHI-03,Karachi,2026-06-03,Fries,Sides,2,529.88,529.88,2026-06-01,1079
1869,KHI-03,Karachi,2026-06-03,Zinger Burger,Burgers,1,600.5,600.5,2026-06-01,1079
1870,KHI-03,Karachi,2026-06-03,Beef Biryani,Rice,1,466.59,466.59,2026-06-01,1079
1871,LHR-01,Lahore,2026-06-03,Beef Biryani,Rice,1,517.57,517.57,2026-06-01,1591
1872,LHR-01,Lahore,2026-06-03,Chapli Kabab,BBQ,3,2093.1,2093.1,2026-06-01,1591
1873,LHR-01,Lahore,2026-06-03,Chicken Karahi,Main Course,1,1166.69,1166.69,2026-06-01,1591
1874,LHR-01,Lahore,2026-06-03,Nihari,Main Course,1,1039.35,1039.35,2026-06-01,1591
1875,LHR-01,Lahore,2026-06-03,Nihari,Main Course,1,881.22,881.22,2026-06-01,1591
1876,LHR-01,Lahore,2026-06-03,Nihari,Main Course,1,845.56,845.56,2026-06-01,1591
1877,LHR-01,Lahore,2026-06-03,Nihari,Main Course,2,1941.8,1941.8,2026-06-01,1591
1878,LHR-01,Lahore,2026-06-03,Zinger Wrap,Wraps,1,536.19,536.19,2026-06-01,1591
1879,LHR-01,Lahore,2026-06-03,Beef Biryani,Rice,1,455.49,455.49,2026-06-01,1591
1880,LHR-01,Lahore,2026-06-03,Chapli Kabab,BBQ,2,1449.58,1449.58,2026-06-01,1591
1881,LHR-01,Lahore,2026-06-03,Zinger Burger,Burgers,1,657.92,657.92,2026-06-01,1591
1882,LHR-01,Lahore,2026-06-03,Zinger Wrap,Wraps,3,1603.46,1603.46,2026-06-01,1591
1883,LHR-01,Lahore,2026-06-03,Nihari,Main Course,3,2667.56,2667.56,2026-06-01,1591
1884,LHR-01,Lahore,2026-06-03,Chicken Karahi,Main Course,2,2504.69,2504.69,2026-06-01,1591
1885,LHR-01,Lahore,2026-06-03,Fries,Sides,2,516.26,516.26,2026-06-01,1591
1886,LHR-01,Lahore,2026-06-03,Zinger Burger,Burgers,2,1293.55,1293.55,2026-06-01,1591
1887,LHR-01,Lahore,2026-06-03,Nihari,Main Course,3,3113.15,3113.15,2026-06-01,1591
1888,LHR-01,Lahore,2026-06-03,Nihari,Main Course,2,1798.34,1798.34,2026-06-01,1591
1889,LHR-01,Lahore,2026-06-03,Chicken Karahi,Main Course,3,3325.41,3325.41,2026-06-01,1591
1890,LHR-01,Lahore,2026-06-03,Fries,Sides,1,241.35,241.35,2026-06-01,1591
